domain,classification_category,rationale
sloopfire.com,Maintenance & Service Only,"The company's website emphasizes fire safety inspections, maintenance, and service for fire extinguishers and related systems. While they mention sales, the primary focus appears to be on maintenance, inspections, and ensuring compliance with fire codes, suggesting a Maintenance & Service Only classification.",,,,,,,,,,LLM,
alpha-fsc.com,Maintenance & Service Only,"The website emphasizes maintenance, inspections, and system testing as core services, alongside installation. However, the primary focus seems to be on ongoing maintenance and service rather than installation as the main offering.",,,,,,,,,,LLM,
veteran-fire.com,Maintenance & Service Only,"The company emphasizes inspections, testing, and maintenance services as their core offerings. Their mission statement and content focus on providing ongoing maintenance and safety protection rather than installation services.",,,,,,,,,,LLM,
frontierfireservice.com,Maintenance & Service Only,"The website emphasizes inspection, maintenance, and emergency services for fire protection systems. While installation is mentioned, the primary focus appears to be on ongoing maintenance and service, as highlighted by the repeated mentions of inspections, compliance, and 24/7 emergency support.",,,,,,,,,,LLM,
inlandfireservice.com,Maintenance & Service Only,"The company primarily focuses on fire extinguisher services, including sale and service for various applications. There is no mention of installation services, indicating a maintenance and service-only business model.",,,,,,,,,,LLM,
neighbourhoodfire.ca,Maintenance & Service Only,"The website emphasizes maintenance and inspection services for fire alarm systems, sprinklers, extinguishers, and emergency lighting. While installation is mentioned, the primary focus appears to be on ongoing maintenance and service rather than new installations.",,,,,,,,,,LLM,
citationfireandsafety.wpcomstaging.com,Other,"The website content does not provide sufficient information to classify the company's business mix into the specified categories. The text mentions various services but does not explicitly state a focus on maintenance, installation, or a 50/50 split.",,,,,,,,,,LLM,
nps.gov,Other,"The National Park Service (NPS) is a government agency focused on managing and preserving national parks, which does not fit into the categories of Maintenance & Service Only, Install Focus, or 50/50 Split. Its primary role is conservation and public education, making 'Other' the appropriate classification.",,,,,,,,,,LLM,
pipco-co.com,Maintenance & Service Only,"The website emphasizes PIPCO's extensive maintenance and service capabilities across various fields like plumbing, HVAC, fire protection, and electrical systems. While they mention construction and installation services, the majority of the content focuses on maintenance, repairs, and ongoing support, suggesting a primary focus on maintenance and service rather than installation.",,,,,,,,,,LLM,
epsohio.com,Other,"The website appears to be under security verification and did not load properly, making it impossible to determine the company's business mix from the available content.",,,,,,,,,,LLM,
bartecfire.com,Maintenance & Service Only,"The website emphasizes maintenance, testing, inspection, and upgrades of fire safety systems. While installation is mentioned, the focus appears to be on ongoing maintenance and service, supported by their Bottom-Line Quoting and annual report services.",,,,,,,,,,LLM,
firstresponsefire.ca,Install Focus,"The company emphasizes installation of fire alarm systems, stating they specialize in designing, installing, and maintaining state-of-the-art systems. They also mention new installation along with inspection, testing & maintenance, indicating a strong focus on installation services.",,,,,,,,,,LLM,
defensefirepro.com,Maintenance & Service Only,"The website emphasizes fire extinguisher servicing and automatic fire suppression systems, with a focus on inspections and maintenance. There is no mention of installation services, indicating a primary focus on maintenance and service.",,,,,,,,,,LLM,
passfireprotection.com,Maintenance & Service Only,"The website emphasizes servicing, maintenance, and inspections as core services. While installation is mentioned, the focus appears to be on ongoing maintenance and service offerings.",,,,,,,,,,LLM,
cachevalleyfire.com,Maintenance & Service Only,"The company emphasizes maintenance and service offerings such as fire sprinkler, alarm, and extinguisher testing, along with inspections and maintenance services. While they sell products, their primary focus appears to be on providing ongoing maintenance and safety services.",,,,,,,,,,LLM,
firesolutionsnw.com,Maintenance & Service Only,"The website emphasizes maintenance, inspection, and repair services for fire protection systems. While installation is mentioned, the primary focus appears to be on ongoing service and maintenance.",,,,,,,,,,LLM,
saguarofp.com,Maintenance & Service Only,"The company emphasizes inspections, testing, and maintenance services across various fire protection systems. While they mention new installs, the majority of their content focuses on maintenance, compliance, and ongoing service rather than installation as their primary business focus.",,,,,,,,,,LLM,
colonialfire.com,Install Focus,"The company's website emphasizes installation services as a core part of their business, mentioning they install sprinkler systems, backflow devices, fire pumps, and standpipes. While they also provide service and inspections, the primary focus seems to be on installation with multiple dedicated sections for installations and backflow installation.",,,,,,,,,,LLM,
alliedfirepro.com,Install Focus,"The company emphasizes installation of fire protection systems, including residential, commercial, and industrial fire sprinklers, and mentions experience with new construction and retrofits. The focus on installation is prominent in their services and mission statement.",,,,,,,,,,LLM,
unitedsprinklernc.com,Install Focus,"The company's primary focus is on installing fire protection systems, including fire sprinklers, backflow prevention, and fire extinguishers. They emphasize their expertise in installation services and mention over 5000 systems installed.",,,,,,,,,,LLM,
peachstatefire.com,Maintenance & Service Only,"The website emphasizes Peach State Fire's long-standing commitment to fire protection services, focusing on maintenance and customer service. There is no mention of installation services, indicating a primary focus on maintenance and service.",,,,,,,,,,LLM,
leatherheadfireco.com,Maintenance & Service Only,"The company primarily focuses on servicing and maintaining fire extinguishers, emergency exit signs, CO, and smoke detectors. Their website emphasizes inspection, servicing, and maintenance services with limited mention of installation services.",,,,,,,,,,LLM,
korsmeyerfireprotection.com,Other,"The website content does not provide sufficient information to classify the company's business mix into the specified categories. The text mentions various services but does not explicitly state a focus on maintenance, installation, or a 50/50 split.",,,,,,,,,,LLM,
brendlesprinkler.com,Install Focus,"The company emphasizes designing and installing automatic sprinkler systems for new construction, retrofit, and renovation projects. Their 'Contracts' section highlights installation services, and they mention over 5000+ contract jobs installed, indicating a primary focus on installation rather than maintenance or service.",,,,,,,,,,LLM,
geyerfire.com,Other,"The website content does not provide sufficient information to classify the company's business mix into the specified categories. The text mentions various services but does not explicitly state a focus on maintenance, installation, or a 50/50 split.",,,,,,,,,,LLM,
midsouthemergencylighting.com,Maintenance & Service Only,"The company's website emphasizes maintenance, inspection, and service of fire safety systems like emergency lighting, fire extinguishers, and kitchen suppression systems. While installation is mentioned, the primary focus appears to be on ongoing maintenance and compliance services.",,,,,,,,,,LLM,
novafp.com,Maintenance & Service Only,"The website emphasizes repair, inspection, and maintenance services for both residential and commercial fire sprinkler systems. While installation is mentioned, the primary focus seems to be on maintaining and servicing existing systems, as highlighted by their 24-7 emergency service and retrofitting offerings.",,,,,,,,,,LLM,
allsouthsprinkler.com,Maintenance & Service Only,"The website emphasizes their commitment to service, maintenance, and inspection departments as a critical part of fire protection. They mention that their responsibility doesn't end with installation, highlighting ongoing maintenance and service. The majority of their services listed include inspection, service & repairs, and maintenance rather than focusing on installation as the primary offering.",,,,,,,,,,LLM,
shipman-fire.com,Other,"The website content does not provide sufficient information to classify the company's business mix into the specified categories. The text mentions various services but does not explicitly state a focus on maintenance, installation, or a 50/50 split.",,,,,,,,,,LLM,
fulshearfire.com,Maintenance & Service Only,"The website emphasizes ongoing maintenance, inspections, and service for fire protection systems, including fire alarms, sprinklers, extinguishers, and monitoring. There is no mention of installation services, focusing instead on regular upkeep and repair.",,,,,,,,,,LLM,
fireprotechllc.com,Maintenance & Service Only,"The website emphasizes inspection, maintenance, and repair services for fire protection systems. While installation is mentioned, the primary focus appears to be on ongoing maintenance and service, as highlighted by their 50+ years of experience in maintenance and compliance with regulations.",,,,,,,,,,LLM,
bennett-fs.com,Install Focus,"The website emphasizes fire alarm installation and design-build services, with repeated mentions of installation and service. The primary focus appears to be on installation with service as a complementary offering.",,,,,,,,,,LLM,
pittsburghfiresprinkler.com,Maintenance & Service Only,"The company emphasizes maintenance, inspections, and emergency services as core offerings. While they mention new installations, the repeated focus on maintenance and repair, along with their 50 years of experience in all aspects of the industry, suggests that maintenance and service are their primary business focus.",,,,,,,,,,LLM,
firefoxtorino.com,Other,"The website is under construction and does not provide sufficient information about the company's business mix. The 'Coming Soon' message indicates that the site is not yet active, making it impossible to determine the classification based on available content.",,,,,,,,,,LLM,
jdifire.com,Maintenance & Service Only,"The website emphasizes maintenance and service offerings such as fire extinguisher maintenance, fire sprinkler maintenance, and emergency lighting services. While installation is mentioned, the primary focus appears to be on ongoing maintenance and service contracts.",,,,,,,,,,LLM,
sefireandsafety.com,Maintenance & Service Only,"The website emphasizes maintenance and service offerings such as annual inspections, recharging, and semi-annual maintenance for fire extinguishers and kitchen suppression systems. While installation is mentioned, the primary focus appears to be on ongoing maintenance and compliance services.",,,,,,,,,,LLM,
hyperscalefire.com,Maintenance & Service Only,"The website emphasizes 24/7 emergency service response and offers courtesy onsite evaluations, indicating a focus on maintenance and service rather than installation. Their services include fire system monitoring and suppression systems, which are typically part of ongoing maintenance.",,,,,,,,,,LLM,
criticalfireprotection.com,Maintenance & Service Only,"The website emphasizes repair and maintenance services as a key component of their offerings, alongside design, installation, and inspection. However, the primary focus seems to be on maintaining and servicing existing systems rather than primarily installing new ones.",,,,,,,,,,LLM,
glbs-inc.com,Install Focus,"The company's website emphasizes installation and integration of fire protection and security systems, including fire alarm systems, sprinklers, suppression systems, and access control. They also highlight their engineering, design, and installation services as core to their business.",,,,,,,,,,LLM,
thompson-safety.com,Maintenance & Service Only,"The company's primary focus is on maintenance, inspection, and repair services for fire protection systems, as evidenced by detailed descriptions of their service processes, compliance with NFPA standards, and emphasis on regular inspections and maintenance.",,,,,,,,,,LLM,
watt-tekllc.com,Install Focus,"The company's website emphasizes installation services for security systems, including fire alarms, surveillance, and security cameras. The primary focus is on installing these systems rather than ongoing maintenance or monitoring.",,,,,,,,,,LLM,
jharman.net,Install Focus,"The company emphasizes installation services for fire suppression systems, particularly in commercial kitchens and industrial applications. Their website highlights installation as a core part of their offerings, alongside sales and services.",,,,,,,,,,LLM,
kordfire.com,Maintenance & Service Only,"The company primarily focuses on maintenance and service offerings, with minimal mention of installation services. Their website highlights routine maintenance, repairs, and customer support as core services.",,,,,,,,,,LLM,
fireprotectionincpgh.com,Maintenance & Service Only,"The website states that Fire Protection Inc. inspects, repairs, maintains, and installs fire protection systems. However, the emphasis on maintenance and service is highlighted with the mention of serving the area since 1978 and focusing on industrial and commercial clients.",,,,,,,,,,LLM,
coloradofireservices.com,Maintenance & Service Only,"The company primarily focuses on maintenance and service offerings, with minimal mention of installation services. Their website highlights routine maintenance, repairs, and customer support as core services.",,,,,,,,,,LLM,
sa-fireip.com,Install Focus,"The company emphasizes installation services for fire alarm, sprinkler, and suppression systems, with detailed descriptions of their installation processes, risk assessments, and compliance with safety codes. While they offer maintenance and repair, the primary focus appears to be on installation and integrated solutions.",,,,,,,,,,LLM,
economyvfd.org,Other,"The website describes Economy VFD as an all-volunteer fire department providing fire, rescue, and medical services. It does not mention any business activities related to maintenance, service, or installations. The primary focus is on emergency services, making 'Other' the appropriate classification.",,,,,,,,,,LLM,
olympicwestfire.com,Other,"The website content does not provide sufficient information to classify the company's business mix into the specified categories. The text mentions various services but does not explicitly state a focus on maintenance, installation, or a 50/50 split.",,,,,,,,,,LLM,
xdsfire.com,Install Focus,"The company emphasizes R&D, design, and installation of fire protection systems, with a strong focus on installation as evidenced by their patented system and extensive project experience across multiple states and countries.",,,,,,,,,,LLM,
freedomfire.ca,Other,"The website content does not provide sufficient information to classify the company's business mix into the specified categories. The text mentions various services but does not explicitly state a focus on maintenance, installation, or a 50/50 split.",,,,,,,,,,LLM,
huserfire.com,Maintenance & Service Only,"The company emphasizes maintenance, testing, and service of fire safety equipment, including hydrotesting, OSHA training, and emergency services. While they mention installation, the primary focus appears to be on maintenance and service based on the detailed services listed.",,,,,,,,,,LLM,
reepfire.com,Maintenance & Service Only,"The website emphasizes maintenance and service, stating they provide 'professional and quality fire protection services' with licensed technicians. There's no mention of installation focus or a 50/50 split.",,,,,,,,,,LLM,
capitalfireprotection.ca,Maintenance & Service Only,"The company emphasizes fire extinguisher inspections, testing, recharging, and maintenance services. It also mentions training and demonstrations, but there is no explicit focus on installation services beyond fire suppression systems, which are mentioned as part of their full-service offerings. The primary operations seem centered around maintenance and service rather than installation.",,,,,,,,,,LLM,
jmprotective.com,Maintenance & Service Only,"The website emphasizes security services like burglar alarms, fire alarms, video systems, and access control, but there is no mention of installation services. The focus appears to be on maintenance and ongoing support, as indicated by the 24/7 availability and the call to action to contact for protection.",,,,,,,,,,LLM,
brooklynfire.com,Other,"The website appears to be a domain name sales platform, primarily focused on selling domain names rather than maintenance, service, or installation services. The content emphasizes domain availability and pricing, with no indication of technical services or installation focus.",,,,,,,,,,LLM,
granitefireandsecurity.com,Maintenance & Service Only,"The website emphasizes fire alarm systems and related services, with repeated mentions of fire alarm verification and maintenance. There is no explicit focus on installation services, indicating a primary emphasis on maintenance and service.",,,,,,,,,,LLM,
magnumfireprotection.com,Maintenance & Service Only,"The website emphasizes Magnum Fire Protection's focus on maintenance, inspection, and emergency services. Their services include fire extinguisher maintenance, fire alarm systems, sprinkler systems, and other safety inspections. There is no mention of installation as a primary service, with the majority of their offerings centered around ongoing maintenance and support.",,,,,,,,,,LLM,
